receipt_id,purchased_at,customer_id,store_code,till_number
4786,2020-09-07,9551,2,3
4787,2021-07-22,1212,0,1
4788,2021-03-10,16314,2,2
4789,2020-09-18,770,0,1
4790,2021-11-25,15349,3,2
4791,2020-11-24,13023,0,2
4792,2020-08-25,12426,3,8
4793,2020-08-11,15612,3,2
4794,2021-02-05,16120,2,8
4795,2021-01-24,2432,3,3
4796,2021-10-13,2456,3,2
4797,2021-12-05,8451,0,5
4798,2021-12-13,3902,3,8
4799,2021-11-15,34,2,5
4800,2020-12-30,1181,3,4
4801,2020-10-21,3795,2,1
4802,2020-09-25,5078,0,5
4803,2020-08-20,15722,0,1
4804,2020-09-06,8451,0,5
4805,2021-11-22,11661,1,2
4806,2020-09-15,992,0,6
4807,2020-10-17,7264,0,5
4808,2021-09-30,14539,3,4
4809,2021-09-08,7116,0,2
4810,2022-03-14,11657,0,3
4811,2021-10-09,9484,3,2
4812,2021-10-12,9154,1,4
4813,2022-03-13,8451,0,5
4814,2021-07-09,3445,2,4
4815,2021-06-29,8799,3,5
4816,2020-12-02,8184,1,2
4817,2021-03-12,15141,0,2
4818,2021-08-14,14131,2,3
4819,2022-01-04,10161,3,4
4820,2022-02-18,6736,0,8
4821,2020-10-02,11693,0,2
4822,2021-09-25,13158,2,3
4823,2021-10-05,11669,3,5
4825,2021-07-03,13263,0,3
4826,2021-03-13,3810,0,6
4827,2021-06-18,15984,0,2
4828,2021-10-17,3861,2,2
4829,2021-12-09,12171,2,1
4830,2021-02-11,1771,2,5
4831,2022-02-09,7116,0,2
4832,2020-12-28,12124,0,6
4833,2020-09-25,4637,2,2
4834,2020-12-14,9196,3,1
4835,2020-08-17,14334,3,2
4836,2020-08-23,766,3,2
4837,2022-02-12,5329,2,4
4838,2021-06-28,14131,2,4
4839,2021-09-02,3952,0,11
4840,2021-12-30,15887,0,2
4841,2021-04-13,1353,3,4
4842,2022-01-29,9157,2,9
4843,2020-11-09,15327,3,10
4844,2021-12-11,2338,2,3
4845,2021-08-05,11447,3,4
4846,2022-02-16,15197,3,3
4847,2021-08-27,13540,0,4
4848,2021-06-23,10078,3,3
4849,2021-03-14,8979,1,8
4850,2021-01-17,10054,1,7
4851,2021-04-17,3986,2,4
4852,2021-11-30,3319,1,4
4853,2021-12-15,11661,1,5
4854,2020-07-25,15567,0,5
4855,2020-12-05,11280,0,1
4856,2020-08-21,7098,2,7
4857,2021-01-13,9765,3,3
4858,2021-11-02,215,3,6
4859,2021-12-09,16121,1,2
4860,2021-12-23,4051,3,4
4861,2022-03-04,2914,2,1
4862,2022-03-14,2000,1,4
4863,2021-11-26,12141,1,7
4865,2021-06-19,15442,0,1
4866,2021-04-26,8451,0,5
4867,2020-11-23,6444,2,3
4868,2020-11-09,15887,0,1
4869,2020-12-16,3463,1,3
4870,2021-02-07,2876,3,9
4871,2021-08-26,347,2,5
4872,2020-09-04,3690,3,3
4873,2021-07-06,4047,2,5
4874,2021-02-04,9865,0,2
4875,2022-01-09,5617,3,2
4877,2020-12-12,11716,3,4
4878,2021-01-05,1529,0,5
4879,2022-03-19,2873,1,7
4880,2021-03-30,12099,3,3
4881,2020-12-15,10441,1,2
4882,2021-11-08,1677,3,2
4883,2021-10-05,14217,2,2
4884,2021-06-20,1722,0,3
4885,2021-03-22,8451,0,5
4886,2021-01-21,8608,0,6
4887,2021-10-01,6861,3,5
4888,2021-04-26,11005,1,8
4889,2022-03-21,15794,3,4
4890,2020-08-17,9842,3,2
4891,2021-09-05,3550,1,3
4892,2020-08-02,7472,0,7
4893,2021-01-26,14451,0,1
4894,2021-11-09,129,3,5
4895,2021-08-17,3656,2,4
4896,2021-03-06,319,2,6
4897,2020-08-25,11605,2,3
4898,2021-06-23,7334,1,4
4899,2021-04-26,5927,0,2
4900,2021-06-09,9157,2,9
4901,2020-08-17,14763,3,3
4902,2020-09-25,11254,3,2
4903,2021-06-27,3791,1,4
4904,2021-07-14,12934,3,2
4906,2021-04-08,3254,1,3
4907,2021-07-29,1212,0,5
4908,2021-01-29,14824,0,3
4909,2021-01-19,9545,2,2
4910,2020-12-05,1792,0,4
4911,2021-01-26,10461,0,3
4912,2021-02-14,8341,2,1
4913,2021-01-05,15340,1,6
4914,2021-07-11,16277,2,4
4915,2021-07-12,319,2,5
4916,2021-08-15,11405,3,3
4917,2021-10-16,13242,1,6
4918,2021-10-13,11221,3,3
4919,2021-11-08,8451,0,5
4920,2020-09-04,14257,2,1
4921,2021-07-27,15637,0,4
4922,2020-10-11,13998,0,2
4923,2021-01-08,15353,3,1
4924,2021-03-29,12084,3,5
4925,2021-07-19,13540,0,2
4926,2022-03-22,11013,3,5
4927,2021-02-18,13239,2,2
4928,2021-02-09,5024,3,1
4929,2021-02-05,12387,2,5
4930,2021-07-01,3391,1,2
4931,2021-01-22,2817,0,1
4932,2021-04-11,6079,3,8
4933,2022-02-24,9514,2,2
4935,2020-12-01,14852,3,3
4936,2020-11-23,9842,1,2
4937,2021-06-24,5716,1,2
4938,2020-09-14,12124,0,6
4939,2021-08-02,7439,3,7
4940,2021-10-10,15722,0,2
4941,2020-08-02,5664,2,2
4942,2021-03-23,3549,3,4
4943,2021-02-03,9958,2,3
4944,2021-03-04,9613,2,1
4945,2021-02-16,15340,1,5
4946,2022-02-26,10441,1,1
4947,2021-05-19,15637,0,1
4948,2021-02-16,13242,1,1
4949,2021-12-15,8958,2,2
4950,2022-03-17,15722,0,1
4951,2021-05-16,3414,1,6
4952,2021-03-06,5024,3,4
4953,2021-04-25,3921,3,5
4954,2021-05-15,10732,1,3
4955,2021-11-17,4727,0,2
4956,2022-01-23,12217,2,2
4957,2022-03-06,16226,2,4
4958,2021-12-10,385,3,4
4959,2021-12-01,14131,2,4
4960,2021-07-27,32,0,2
4961,2021-09-22,1502,0,1
4962,2021-12-05,3646,2,1
4963,2021-06-15,8423,3,1
4964,2021-10-16,9551,2,2
4965,2021-03-02,15274,0,6
4966,2021-08-15,3921,3,3
4967,2021-04-30,11280,0,1
4968,2020-09-10,7439,3,3
4969,2020-10-17,14978,2,6
4970,2020-11-24,11015,3,5
4971,2022-01-29,8799,3,5
4972,2021-08-14,7012,3,2
4973,2020-11-21,5137,3,1
4974,2021-06-03,8558,3,3
4975,2022-03-02,286,1,3
4976,2020-10-22,10274,2,6
4977,2021-04-25,9545,3,1
4978,2020-11-11,8799,3,5
4979,2021-08-26,14781,3,4
4980,2021-02-13,13050,3,1
4981,2021-01-01,6488,3,2
4982,2021-12-20,16093,3,9
4983,2021-05-01,1175,3,1
4984,2020-11-12,7303,3,8
4985,2022-03-08,7334,1,4
4986,2020-08-26,14345,2,3
4987,2021-08-24,2873,1,5
4988,2020-08-18,7084,3,2
4989,2021-03-28,1797,0,2
4990,2021-08-13,6862,2,2
4991,2022-01-04,2306,0,9
4992,2021-01-14,8431,1,1
4993,2022-02-11,6912,2,2
4994,2021-04-09,10681,2,1
4995,2020-12-07,5284,2,2
4997,2020-10-08,15163,0,2
4998,2021-06-11,8799,3,4
4999,2020-12-07,3246,0,1
5000,2021-03-26,842,2,4
5001,2021-02-16,11532,1,4
5002,2021-05-28,5462,1,1
5003,2021-08-19,14027,3,2
5004,2022-03-20,8631,2,5
5005,2021-07-10,9958,2,2
5006,2021-09-06,1763,0,1
5007,2020-11-02,8341,2,1
5008,2021-01-27,308,2,5
5009,2020-08-15,1885,3,5
5010,2022-02-03,207,3,3
5011,2021-01-24,11221,3,5
5012,2022-03-06,4609,0,3
5013,2021-07-11,7161,2,1
5014,2021-04-19,1962,1,9
5015,2021-05-29,2006,3,4
5016,2021-08-07,12863,3,4
5017,2021-01-10,9951,3,2
5018,2022-01-15,7085,1,1
5019,2022-01-16,12291,3,1
5020,2022-03-19,2573,2,3
5021,2022-01-06,2968,1,2
5022,2020-07-23,9325,2,2
5023,2021-05-31,1626,1,7
5024,2020-11-24,4108,3,1
5025,2021-08-22,15567,1,1
5026,2021-05-31,2050,3,4
5027,2021-02-11,2978,1,1
5028,2021-04-14,3704,2,4
5029,2021-07-09,13151,3,2
5030,2020-11-19,2976,3,3
5031,2021-04-18,4461,3,2
5032,2022-02-01,1142,2,5
5033,2020-08-02,6912,2,5
5034,2021-02-18,7021,3,8
5035,2021-10-24,7012,3,2
5036,2021-11-10,4035,2,3
5037,2021-06-30,12232,0,3
5038,2020-07-27,12528,0,3
5039,2021-08-07,9736,3,8
5040,2021-07-21,10040,2,4
5041,2021-06-29,11156,1,4
5042,2021-02-05,12170,0,1
5043,2021-05-27,8451,0,5
5044,2020-11-05,12934,3,2
5045,2022-03-05,9067,3,1
5046,2020-08-12,7303,3,8
5047,2021-03-30,10441,1,1
5048,2021-10-01,6383,0,2
5049,2021-11-04,4240,3,6
5050,2022-02-12,5956,2,3
5051,2021-08-22,7059,3,5
5052,2021-06-22,11221,3,3
5053,2022-02-26,286,1,2
5054,2021-10-01,11280,0,1
5055,2021-12-14,2590,0,2
5056,2020-10-26,8983,3,2
5057,2021-06-08,3140,3,2
5058,2021-11-28,2735,3,4
5059,2021-05-01,6854,3,5
5060,2020-08-14,8451,0,5
5061,2021-03-19,1771,2,3
5063,2021-08-29,13721,3,3
5064,2021-12-25,1287,2,1
5065,2021-12-10,2782,0,6
5066,2021-08-18,5927,0,3
5067,2021-10-06,12765,2,1
5068,2020-09-16,9064,3,4
5069,2021-06-14,2122,1,2
5070,2020-08-04,11767,2,6
5071,2020-11-22,12916,2,2
5073,2021-02-27,15309,2,1
5074,2021-07-26,14131,2,6
5075,2022-01-24,2538,1,9
5076,2021-07-11,11342,1,3
5077,2021-04-30,15472,3,1
5078,2020-09-14,10604,2,9
5079,2021-12-26,3091,1,3
5080,2021-04-29,1780,2,2
5081,2020-09-08,5137,3,8
5082,2020-09-23,207,3,3
5083,2022-01-21,15620,1,2
5084,2020-12-10,3493,0,2
5085,2021-08-07,13017,2,10
5086,2020-08-29,752,2,5
5087,2021-01-02,1605,0,1
5088,2021-06-10,11749,3,1
5089,2021-11-12,1272,0,5
5090,2021-04-29,2522,0,4
5091,2021-02-18,12521,1,4
5092,2020-10-31,12217,1,5
5094,2021-12-10,3567,1,2
5095,2021-12-16,8283,3,7
5096,2020-11-06,1502,0,1
5097,2022-02-18,5800,3,1
5098,2021-08-02,13876,0,1
5099,2021-09-20,2515,1,2
5101,2021-05-21,9618,2,8
5102,2021-12-18,14918,3,3
5103,2021-02-24,6590,1,5
5104,2021-03-28,1954,0,8
5105,2021-12-04,3570,1,2
5106,2021-04-17,3464,0,5
5107,2021-01-03,1623,2,2
5108,2022-03-08,2873,1,7
5109,2021-06-11,153,0,2
5110,2021-12-15,16221,1,2
5111,2021-02-07,7149,0,1
5112,2021-03-06,11820,1,3
5113,2022-01-27,14458,1,1
5114,2021-12-14,6640,2,2
5115,2022-02-15,12772,0,3
5116,2022-01-05,2122,1,3
5117,2021-06-28,8821,3,2
5118,2021-01-17,12141,1,5
5119,2020-12-29,9103,3,4
5120,2021-04-02,5956,2,9
5121,2021-04-18,14990,3,3
5122,2021-05-15,3108,3,2
5123,2021-08-09,543,1,6
5124,2021-12-03,6493,2,3
5125,2020-08-02,13950,3,2
5126,2021-05-03,9202,2,1
5127,2021-06-02,3986,2,1
5128,2020-12-27,13754,3,7
5129,2021-01-10,10265,1,5
5130,2020-09-09,6873,3,2
5131,2021-11-30,15591,3,4
5132,2022-01-06,6,0,2
5133,2021-07-03,12477,2,5
5134,2021-04-05,5174,3,3
5135,2021-02-11,12135,2,3
5136,2021-09-19,1461,0,3
5137,2021-11-05,8297,3,7
5138,2021-10-23,8184,1,3
5139,2021-02-21,411,1,4
5140,2021-07-10,9865,0,4
5141,2020-09-24,7031,2,3
5142,2021-03-08,671,3,3
5143,2021-10-14,12566,3,7
5144,2022-02-20,9551,2,2
5145,2020-10-14,2772,1,2
5146,2022-01-20,11406,0,7
5147,2021-07-12,6337,2,2
5148,2021-11-08,7439,3,7
5149,2021-03-22,8101,3,1
5150,2021-01-17,9450,0,7
5151,2022-02-05,10256,3,2
5152,2021-07-07,2854,3,2
5153,2021-01-02,7704,2,3
5154,2021-02-02,3182,2,2
5155,2020-10-16,7098,2,1
5156,2021-03-03,15887,0,1
5157,2020-07-25,14174,2,3
5158,2021-11-07,12333,0,5
5159,2022-02-01,5709,1,2
5160,2021-12-09,11661,1,4
5161,2021-12-22,4128,2,4
5162,2021-05-11,3704,2,1
5163,2021-12-08,9820,0,6
5164,2021-08-24,2879,3,3
5165,2021-05-29,9623,3,5
5166,2021-01-29,9879,1,7
5167,2021-07-13,2720,3,3
5168,2021-05-05,14990,3,7
5169,2020-11-17,842,2,4
5170,2022-01-02,13006,0,8
5171,2021-02-09,15768,2,1
5172,2020-09-07,7934,2,1
5173,2020-10-22,9985,1,4
5174,2021-05-14,3921,3,5
5175,2021-03-26,16242,1,9
5176,2020-12-29,10268,3,6
5177,2021-01-10,7179,3,6
5178,2021-11-08,3646,2,1
5179,2021-06-27,8799,3,5
5180,2021-07-11,6796,0,2
5181,2020-11-16,2338,2,2
5182,2021-10-04,4368,3,4
5183,2021-04-13,9828,0,1
5184,2021-06-01,8451,0,5
5185,2020-10-17,12525,3,5
5186,2021-11-15,5768,1,2
5187,2021-09-26,5199,0,4
5188,2021-08-25,1502,0,9
5189,2022-03-15,15188,3,11
5190,2022-03-06,13262,2,2
5191,2021-10-28,11359,0,1
5192,2021-04-20,13155,0,2
5193,2021-04-19,843,3,2
5194,2021-09-14,9640,3,6
5195,2021-11-19,12475,0,7
5196,2020-11-07,1108,2,2
5197,2021-10-11,9064,3,6
5198,2022-02-24,12655,2,1
5199,2022-02-17,2873,1,6
5200,2021-11-02,13353,2,2
5201,2022-01-08,14953,0,2
5202,2020-12-16,1637,1,1
5203,2022-03-19,15722,0,1
5204,2020-11-02,4647,3,2
5205,2021-09-19,9868,2,4
5206,2021-11-14,7704,2,3
5207,2022-02-21,5746,2,2
5208,2021-10-31,11006,2,4
5209,2021-05-06,8799,3,5
5210,2022-01-31,12133,3,2
5211,2020-09-28,11745,2,2
5212,2021-09-14,15109,1,3
5213,2020-11-14,4660,0,2
5214,2020-12-09,16082,3,1
5215,2022-03-18,3494,3,1
5216,2021-02-15,14217,2,3
5217,2020-08-10,7303,3,7
5218,2021-11-10,15500,3,2
5220,2020-08-07,4108,3,1
5221,2021-03-09,13823,3,5
5222,2022-02-16,3952,0,12
5223,2021-08-12,11406,0,5
5224,2022-03-17,9551,2,2
5225,2021-12-15,11057,0,2
5226,2020-08-31,121,3,9
5227,2020-11-08,14564,2,5
5228,2021-10-09,224,3,3
5229,2021-11-28,8799,3,5
5230,2021-11-08,12756,1,4
5231,2021-02-12,4035,2,2
5232,2021-04-14,15781,2,4
5233,2020-12-18,1771,2,5
5234,2021-06-26,1933,0,5
5235,2022-02-05,11991,1,1
5236,2021-04-12,14115,3,5
5237,2021-08-08,8799,3,5
5238,2021-08-23,11006,2,1
5239,2021-08-03,11006,2,2
5240,2021-03-09,8911,2,7
5243,2021-04-17,11280,0,2
5244,2020-12-25,14662,3,8
5245,2020-10-24,6840,2,3
5246,2021-05-12,11791,3,1
5247,2021-06-08,13721,3,4
5248,2021-03-23,2122,1,1
5250,2021-09-05,8451,0,5
5251,2021-01-15,994,2,3
5252,2021-04-25,5716,1,4
5253,2021-09-26,12475,0,2
5254,2021-12-22,1999,0,6
5255,2022-01-29,11288,0,3
5256,2021-06-20,6051,0,8
5257,2021-08-10,7704,2,3
5258,2022-01-29,5836,0,4
5260,2020-11-24,15340,1,8
5262,2021-06-30,11581,3,1
5263,2021-08-20,1353,3,3
5264,2021-08-31,11406,0,6
5265,2020-08-09,12667,3,3
5266,2021-03-29,15730,0,2
5267,2021-04-26,13639,0,1
5268,2021-05-01,8451,0,5
5269,2021-02-16,10441,1,2
5270,2020-08-17,2876,3,8
5271,2021-10-03,15308,1,1
5272,2021-02-09,7078,3,6
5273,2021-05-24,8184,1,2
5274,2021-08-20,7649,3,2
5275,2022-01-14,411,1,7
5276,2021-02-27,13242,1,6
5277,2021-03-04,3607,1,2
5278,2021-11-02,14255,3,6
5279,2021-04-02,15887,0,1
5280,2021-11-11,15041,0,2
5281,2021-12-05,3796,1,6
5282,2021-01-17,1089,0,4
5283,2021-07-23,11006,2,4
5284,2021-10-17,5111,0,1
5285,2022-03-20,16106,3,5
5286,2020-11-30,1659,3,6
5287,2021-07-14,11493,3,1
5288,2021-12-04,12572,3,4
5289,2020-09-07,14781,3,4
5290,2021-04-29,8431,1,5
5291,2020-08-21,2536,3,3
5292,2021-03-31,5140,3,4
5293,2021-12-10,3550,1,5
5294,2020-10-26,8313,1,4
5295,2020-12-11,7472,0,7
5296,2021-07-27,4108,3,2
5297,2021-03-20,16221,1,2
5298,2022-01-19,13639,0,2
5299,2022-02-06,5462,1,1
5300,2022-01-26,7116,0,2
5301,2020-09-28,11456,3,6
5302,2020-07-31,12291,3,3
5303,2021-03-26,13012,0,5
5304,2021-09-16,7012,3,2
5305,2021-10-13,15358,2,2
5306,2021-01-01,6504,0,3
5308,2021-08-12,15887,0,1
5309,2021-11-16,3391,1,2
5310,2022-02-23,12232,0,2
5311,2021-06-25,13285,1,1
5312,2021-12-26,5415,2,2
5313,2022-01-29,10291,1,1
5314,2020-10-12,3140,3,5
5315,2021-02-17,2538,1,12
5316,2022-03-13,12500,3,4
5317,2021-01-14,3651,3,3
5318,2021-11-25,1676,3,6
5319,2021-07-11,767,3,10
5320,2021-10-30,8451,0,5
5321,2021-12-08,2000,1,1
5322,2021-10-04,15722,0,1
5323,2020-11-06,13819,3,7
5324,2021-08-18,11406,0,7
5325,2021-08-23,286,1,4
5326,2020-08-05,5664,2,4
5327,2021-12-24,9514,2,3
5328,2021-03-07,3363,3,6
5329,2020-12-18,3319,1,4
5330,2021-07-24,3965,2,2
5331,2021-10-14,7334,1,2
5332,2021-04-14,9281,0,2
5333,2020-08-20,15130,2,2
5334,2022-01-29,11661,1,5
5335,2020-09-30,5078,0,2
5336,2022-01-14,11791,3,1
5337,2022-02-22,1748,0,1
5338,2021-07-18,13270,0,3
5339,2021-01-18,13639,0,1
5340,2021-03-16,1954,0,10
5341,2021-08-17,3321,0,3
5342,2021-08-10,1771,2,4
5343,2022-03-03,9551,2,2
5344,2021-08-19,2991,2,5
5345,2022-02-11,9551,2,2
5346,2021-08-19,2122,1,2
5347,2021-08-04,5963,2,6
5348,2020-12-30,13155,0,6
5349,2021-07-24,1755,1,2
5350,2020-09-22,12094,0,5
5351,2022-01-14,6337,2,3
5352,2021-04-07,530,1,7
5353,2021-09-17,12475,0,2
5354,2021-12-15,14131,2,3
5355,2021-11-08,3549,3,4
5356,2020-11-16,1720,3,2
5357,2021-07-04,7047,0,4
5358,2022-03-10,6000,3,1
5359,2021-04-26,16093,3,2
5360,2021-08-04,5768,1,1
5361,2021-02-21,14401,1,1
5362,2022-01-09,11280,0,1
5363,2021-05-29,2931,2,5
5364,2020-08-15,13794,0,2
5365,2021-08-04,12297,3,2
5366,2021-09-28,14580,1,3
5367,2021-04-22,1771,2,5
5368,2021-09-19,543,1,4
5369,2021-06-18,3224,2,6
5370,2020-07-23,5836,0,2
5371,2021-11-28,4663,3,1
5372,2020-10-26,3784,3,2
5373,2021-07-10,7439,3,7
5374,2022-02-16,14936,2,5
5375,2021-04-08,15887,0,2
5376,2021-05-09,8643,1,2
5377,2020-11-22,8313,1,4
5378,2021-08-14,882,3,7
5379,2020-11-05,13239,2,2
5380,2020-08-18,7654,0,1
5381,2020-12-01,16221,1,1
5382,2021-02-09,1502,0,2
5383,2021-08-03,9979,2,3
5384,2022-01-27,8799,3,4
5385,2020-08-03,1353,3,2
5386,2021-09-13,15637,0,1
5387,2021-08-31,11085,3,2
5388,2021-11-04,13876,0,7
5389,2020-11-17,8799,3,4
5390,2021-08-02,319,2,3
5391,2021-10-06,8979,1,3
5392,2021-07-08,8368,3,3
5393,2021-07-17,3792,2,2
5394,2022-03-13,8799,3,4
5395,2021-01-27,4733,3,6
5396,2021-04-09,14721,2,9
5397,2020-12-03,872,0,8
5398,2021-09-28,5927,0,1
5399,2021-04-28,12475,0,7
5400,2022-01-26,8451,0,5
5401,2020-07-25,3140,3,4
5402,2021-06-15,13214,3,2
5403,2021-02-17,3219,2,9
5404,2021-01-05,13151,3,2
5405,2020-10-23,8979,1,6
5406,2020-08-14,11931,3,4
5407,2021-07-11,9713,2,2
5408,2021-07-06,12558,3,3
5409,2021-06-05,5799,3,5
5410,2021-03-20,8029,2,3
5411,2020-09-21,2876,3,5
5412,2022-02-02,1825,3,1
5413,2021-03-08,9613,2,2
5414,2020-11-05,4664,0,4
5415,2021-09-26,1676,3,7
5416,2021-07-20,8821,3,5
5417,2020-11-21,4261,3,4
5418,2020-09-23,14174,2,4
5419,2020-12-16,6560,2,10
5420,2021-09-21,2000,1,4
5421,2022-02-25,7334,1,4
5422,2021-09-16,11359,0,4
5423,2020-12-11,9828,0,1
5424,2020-09-25,4319,0,1
5425,2021-10-21,9145,1,4
5426,2020-07-26,1933,0,1
5427,2020-08-21,12357,2,7
5428,2021-12-31,10024,2,4
5429,2020-11-19,5078,0,11
5430,2022-01-05,9613,2,1
5431,2020-08-09,9022,0,6
5432,2022-02-01,12521,1,9
5433,2022-03-11,15340,1,4
5434,2021-08-08,7736,1,3
5435,2021-08-31,3810,0,6
5436,2022-03-03,1455,3,3
5437,2020-10-02,9551,2,3
5438,2021-12-07,3791,2,5
5439,2021-12-06,5329,2,3
5440,2021-12-03,543,1,1
5441,2021-01-18,1763,0,6
5442,2021-06-21,2006,3,9
5443,2020-08-17,9130,2,2
5444,2021-04-22,10008,1,3
5445,2021-06-18,12494,3,6
5446,2021-06-29,1113,1,3
5447,2020-10-12,13644,2,1
5448,2020-11-06,7934,2,3
5449,2021-12-19,7885,1,1
5450,2022-03-12,2338,2,4
5451,2021-04-07,7012,3,2
5452,2022-02-01,8184,1,3
5453,2021-09-14,6862,2,2
5454,2020-10-01,4502,2,1
5455,2021-05-28,1113,1,3
5457,2020-10-29,15041,0,2
5458,2020-10-13,9450,0,4
5459,2020-08-09,15567,0,5
5460,2021-11-13,11767,0,1
5461,2022-02-17,9514,2,5
5462,2021-09-27,1650,3,3
5463,2020-11-21,11069,1,3
5464,2021-05-09,8451,0,5
5465,2021-12-09,1282,2,3
5466,2020-08-16,8799,3,4
5467,2021-06-13,3464,0,5
5468,2021-07-28,16208,2,4
5469,2021-11-18,13876,0,3
5470,2021-09-01,2334,3,4
5471,2021-03-30,8619,3,1
5472,2021-06-17,8451,0,2
5473,2021-10-12,7704,2,3
5475,2022-01-20,11767,0,6
5476,2021-11-01,8451,0,5
5477,2022-03-11,8451,0,5
5478,2021-02-07,14580,1,4
5479,2021-08-05,16221,1,1
5480,2021-07-21,13090,0,3
5481,2021-05-23,11588,1,2
5483,2021-06-27,12441,0,10
5484,2020-10-10,7583,2,2
5485,2021-03-30,12256,1,8
5486,2021-10-22,3095,1,1
5487,2020-12-09,2897,3,5
5488,2020-12-18,2522,2,5
5489,2020-10-16,6746,2,2
5490,2021-10-14,9642,1,4
5491,2020-08-05,15163,3,2
5492,2021-02-14,9046,3,3
5493,2020-11-26,5116,0,4
5494,2021-05-23,733,0,3
5495,2021-11-08,4081,2,7
5496,2021-01-21,14131,2,3
5497,2021-04-25,2978,1,2
5498,2021-12-09,16106,3,4
5500,2020-10-09,4950,0,4
5501,2021-01-04,15591,3,9
5502,2021-11-03,13360,0,5
5503,2022-02-24,8451,0,5
5504,2021-03-15,14700,3,3
5505,2021-06-07,8101,3,2
5506,2021-06-25,6337,2,5
5507,2020-12-04,11456,3,5
5508,2021-02-07,319,2,6
5509,2021-08-06,1113,1,3
5510,2021-01-14,10732,1,3
5511,2021-05-09,15567,1,5
5512,2020-10-02,8451,0,5
5513,2021-12-10,7346,3,3
5514,2020-10-13,2270,0,4
5515,2021-06-10,6626,3,3
5516,2021-11-30,207,3,1
5517,2021-05-06,9767,2,5
5518,2021-05-19,4506,3,2
5519,2021-08-25,386,3,3
5520,2020-10-26,6912,2,2
5521,2021-01-05,12627,0,5
5522,2022-03-20,3853,2,2
5523,2020-08-24,4027,0,4
5524,2021-12-28,13876,0,4
5525,2021-01-25,15228,2,2
5526,2021-10-07,2447,3,3
5527,2020-11-22,1866,3,7
5528,2022-01-03,13876,0,1
5529,2021-07-19,9958,2,4
5530,2021-10-21,5329,2,2
5531,2021-12-01,7012,3,2
5532,2021-10-25,319,2,5
5533,2021-01-12,4882,0,1
5534,2021-09-08,12232,0,3
5535,2020-11-06,1774,1,2
5536,2021-03-19,7334,1,3
5537,2020-12-17,12124,0,8
5538,2020-08-07,3934,0,6
5539,2021-08-04,4893,1,1
5540,2020-10-07,7732,2,2
5541,2020-10-21,15340,1,5
5542,2021-08-17,7439,3,2
5543,2021-06-25,10084,3,9
5544,2021-08-30,6493,2,2
5545,2021-03-01,13709,3,4
5546,2021-01-28,7303,3,4
5547,2020-09-13,4339,3,5
5548,2021-01-14,11605,2,3
5549,2021-01-16,8437,1,1
5550,2021-03-13,256,1,8
5551,2021-12-09,5869,3,2
5552,2021-07-10,15722,0,2
5553,2021-04-04,3317,3,1
5554,2021-09-25,8979,1,6
5555,2021-10-10,16026,0,4
5556,2020-10-17,4488,0,6
5557,2021-12-01,144,0,10
5558,2020-08-13,4590,0,2
5559,2021-06-27,11883,0,2
5560,2021-08-17,1502,0,3
5561,2021-12-16,3810,0,6
5562,2021-03-08,8799,3,4
5563,2021-10-18,2095,1,9
5564,2021-06-27,7472,0,6
5565,2020-09-20,3464,0,5
5566,2020-11-07,13158,2,3
5568,2020-12-09,319,2,4
5569,2020-10-01,13842,3,11
5570,2021-10-16,7175,1,8
5571,2020-08-23,15781,2,5
5572,2021-01-01,14032,0,7
5573,2021-05-30,16303,3,3
5574,2021-01-27,16221,1,2
5575,2021-07-19,9202,2,6
5576,2020-09-18,10396,3,7
5577,2021-05-03,12124,0,6
5578,2020-11-23,14131,2,2
5579,2021-03-15,13270,0,3
5580,2021-02-01,9747,1,5
5581,2020-09-26,319,2,2
5582,2021-11-04,4855,1,5
5583,2021-01-27,9441,3,1
5584,2021-06-13,11464,0,2
5585,2021-11-12,13242,1,6
5586,2020-10-14,3921,3,3
5587,2021-02-07,9459,0,6
5588,2022-03-03,14529,3,5
5589,2021-07-13,2538,1,12
5590,2021-02-02,6975,3,3
5591,2021-02-01,3607,1,3
5592,2021-02-12,15887,0,1
5593,2020-10-26,7334,1,4
5594,2021-04-15,8451,0,5
5595,2021-03-08,12137,3,10
5596,2021-01-21,8630,0,9
5598,2022-01-04,8368,3,4
5599,2021-11-12,4609,0,3
5600,2021-04-09,224,3,3
5601,2022-02-02,3567,1,3
5602,2020-11-07,12256,1,9
5603,2020-08-08,15887,0,1
5604,2020-11-18,10604,2,12
5605,2021-11-14,13818,2,1
5606,2022-03-01,15016,0,1
5607,2021-05-06,2873,0,6
5608,2021-09-02,3810,0,2
5609,2021-11-11,15217,3,4
5610,2021-08-23,1987,2,1
5611,2021-03-31,9157,2,10
5612,2020-08-26,7053,0,1
5613,2022-03-04,14052,3,5
5614,2020-10-30,3182,2,3
5615,2021-10-24,7536,0,6
5616,2021-04-06,9642,1,8
5617,2022-03-06,6912,2,2
5618,2021-01-01,359,2,6
5619,2021-05-02,3986,2,1
5620,2021-09-02,1327,0,7
5621,2021-03-09,6862,2,1
5622,2021-05-01,3550,1,2
5623,2020-09-08,16270,0,1
5624,2022-02-26,5329,2,3
5625,2021-02-25,4847,1,3
5626,2021-06-24,6912,2,4
5627,2020-08-05,15442,0,1
5628,2022-02-22,12256,1,8
5629,2021-04-08,3810,0,2
5630,2022-02-21,13876,0,5
5631,2020-10-28,5709,1,1
5632,2021-02-17,16026,0,4
